star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 1724394666013924736,247.03697245043665,84.83482693809029,43.860433708939844,22.7995921480406,-197.63055469052165,272.92892111650514,-16.51862335205078,11.939972,2.3047304,12.904839,10.150336533001223,3217.227783203125,,,native_gaia,Gaia,118.09341375312863,30.06792784395504,-9.291768613594018,17.40675176732802,11.423197059450846,3528.1078338623047,255,201,142,#FFC98E,0.39146971202988995,-25.008188518425587,-30.422051646869583,-6.954189334989343,G 256-35,,,Main sequence
Gaia DR3 328181410322978816,35.26198871909027,36.877390971409,43.85808318631465,22.800814065491057,737.5271300964308,-552.1495329987283,62.632659912109375,13.033164,2.6900387,14.3044615,11.243412259122856,,,,native_gaia,Gaia,142.21614736955817,-22.61602343980526,-16.634417185182194,12.895469574801897,-8.768132720469547,3353.404257638114,255,196,131,#FFC483,0.27822465149648584,-96.5868745575467,-46.679237385977856,-48.283935253116184,G  74-18,,M3.5V,Main sequence
Gaia DR3 5845972349875278720,208.72256949280998,-71.36382818791571,43.84944310058622,22.80530673345384,-145.78372269042117,-128.259261528038,5.292089939117432,11.125201,2.3646812,12.135588,9.335021635697764,3222.1044921875,,,native_gaia,Gaia,308.0072946325743,-9.120041171228248,13.865115594631389,-17.74188229242484,-3.6147195570564508,3504.1275024414062,255,200,140,#FFC88C,0.46395970774865075,-12.44223804650345,-14.432835735924765,-10.273308823672384,UPM J1354-7121,,M2.5,Main sequence
Gaia DR3 1939093660163197312,354.4959934124516,46.199382544020295,43.84261954577538,22.808856093918294,357.16259266016704,-11.729413475763373,-0.27096429467201233,6.428031,0.80531836,6.57598,4.63751344193337,5683.44287109375,0.9478529691696167,9.023914337158203,native_gaia,Gaia,109.89693701611407,-14.804970030788747,-7.504815438378982,20.735287149816457,-5.828338387876833,5820.582896145907,255,241,235,#FFF1EB,1.0041649433418756,-33.23767108529213,-15.681848788362876,-11.932159792048738,HD 222143,,G2,Main sequence
Gaia DR3 471082286587088640,66.9231717518121,59.58707092065608,43.83790725108804,22.811307900086412,115.2767805786716,-194.21982680689842,17.310646057128906,13.01673,2.9288034,14.493204,11.225979375900813,3161.158203125,,,native_gaia,Gaia,147.34561686208176,7.401780793158354,-19.04572845976051,12.205738125173516,2.938699094718438,3203.323549543108,255,191,122,#FFBF7A,0.2801422686509105,-27.8909879655253,-10.42365786816876,-3.0956785872827504,G 175-32,,M3.8V,Main sequence
Gaia DR3 328181410322977792,35.27103884732687,36.882007883096854,43.837728199504205,22.811401070991398,736.1429148629903,-564.1569453957949,64.72563934326172,12.747218,2.6658592,13.998358,10.956458330205358,,,,native_gaia,Gaia,142.22160262040924,-22.60906920526858,-16.64421069023379,12.900524844283666,-8.769648115104427,3368.602774483817,255,196,131,#FFC483,0.30978958367741066,-97.96722126863162,-46.10361519030063,-50.24788617440957,G  74-19A,,,Main sequence
Gaia DR3 1143789235905336576,98.02636632807094,83.08345982895923,43.83759050517553,22.811472721839916,23.911462489579506,-51.35414745381706,,18.46536,4.173191,21.15137,16.67459401905905,,,,native_gaia,Gaia,130.62649590537666,26.336072742658033,-13.311480166639575,15.51624300760714,10.119979567236806,2681.70223236084,255,174,89,#FFAE59,,,,,2MASS J06320617+8305014,,L0.5,Brown dwarf
Gaia DR3 1870266293863485440,311.3441979693464,35.13792811166727,43.832118353320446,22.814320584262756,381.85911208283596,112.29385532867126,,13.7497425,3.2127123,15.48349,11.958704808378272,,,,native_gaia,Gaia,76.76474961780893,-4.856919536662233,5.204578548150636,22.128587020442783,-1.9316372165436702,3096.5911865234375,255,188,116,#FFBC74,0.21789066341352098,,,,LSPM J2045+3508,,dM5.0,Main sequence
Gaia DR3 6862687522250677376,307.788986272223,-16.978023791025713,43.8252568096078,22.817892530427116,-187.6842710630213,64.9001455399871,,16.092503,0.9045048,16.2725,14.301124942371938,,,,native_gaia,Gaia,27.920147006365607,-29.467684293008812,17.553633116396714,9.302074580565165,-11.224864918682345,5512.147813796997,255,238,225,#FFEEE1,,,,,LP  815-31,,DAZ,White dwarf
Gaia DR3 3778027269931886592,160.65203320872314,-3.9181946471342393,43.82407421847355,22.818508270471604,-497.5427916347506,61.271334499759725,15.753344535827637,12.642132,2.788066,13.9963455,10.850695557480101,3212.10986328125,,,native_gaia,Gaia,252.90336881911796,46.064531119111805,-4.6545244631227485,-15.132934140827048,16.432103517236133,3291.787142072405,255,194,128,#FFC280,0.32142348867718884,-51.85175168427294,-19.564198406940033,-10.828872269182824,G  55-37,,M4.0,Main sequence
Gaia DR3 328181406025950848,35.27089501564342,36.88233164987385,43.82397707070275,22.81855885390468,744.337357997953,-550.6127884032371,65.04727935791016,12.961604,,,11.170163056753175,,,,native_gaia,Gaia,142.22135780948312,-22.60881038884433,-16.64940950818525,12.904668197642774,-8.772304708946752,,128,128,128,#808080,,-98.90617416253454,-45.7754238361542,-48.820970795755656,G  74-19B,,,Unknown
Gaia DR3 4989657094825384064,17.19032438471406,-37.174544760177824,43.82386200089492,22.818618769372247,-558.987363412735,-432.25935712647015,-12.14702033996582,14.322048,3.2619781,16.101778,12.530601423960249,3022.114501953125,,,native_gaia,Gaia,284.0056165912042,-79.30909804228017,1.0244810640869224,-4.107253846408134,-22.42253926147617,3079.0744357638887,255,188,116,#FFBC74,0.17877594304159003,75.72870436423406,-0.7401526726608401,15.95719560080924,LP  938-112,,M4.5,Main sequence
Gaia DR3 764805169996366720,167.0571838755412,38.426812246181065,43.82369436710315,22.818706054838305,-213.2534349342589,40.60070407112488,-36.11626434326172,8.045456,1.1518145,8.320335,6.254000863051129,4786.8349609375,0.7518829703330994,12.721309661865234,native_gaia,Gaia,178.75497168907768,65.65889040738666,-9.402924197957077,0.20435623517755488,20.79030064895002,4983.229567787864,255,231,208,#FFE7D0,0.7368998705423306,-6.314218278857563,-3.6146663236002445,-42.460177512461655,HD  96612,,K3-V,Main sequence
Gaia DR3 1723645112612063616,262.513122441246,84.73716508974675,43.82180238423499,22.81969124026155,85.32897414344563,-137.84714431296163,-22.714548110961914,14.395461,3.3308487,16.240088,12.603912262756939,2995.669189453125,,,native_gaia,Gaia,117.2973276044646,28.84522456144827,-9.166825915535524,17.762432552145775,11.009250690469726,3054.5871310763887,255,187,113,#FFBB71,0.17584350948972244,23.299848979899235,-8.052345336108358,-14.689834823908651,LSPM J1730+8444,,,Main sequence
Gaia DR3 497443219601002496,69.74248541156469,70.80831336157023,43.82131996165673,22.819942458944443,165.6669858470293,-1.7796104457511575,11.858402252197266,14.8839245,3.5529547,16.942423,13.092351759257028,,,,native_gaia,Gaia,139.55154043517402,15.711808796774838,-16.7168905377097,14.251586308204663,6.179614250061303,2943.325684865316,255,183,106,#FFB76A,0.1563059296297189,-13.305914612931343,-3.7538166181382446,16.45286847463579,LSPM J0438+7048,,,Main sequence
Gaia DR3 4924503128140880512,4.1579022117981745,-52.69330525264035,43.810471767665476,22.825593052345415,101.9875342203061,13.008772951044318,,14.344408,3.329524,16.18778,12.5522976845281,2990.870849609375,,,native_gaia,Gaia,314.8424845576547,-63.62261689688091,7.1510223819491765,-7.190449526528881,-20.4491567721161,3055.058119032118,255,187,113,#FFBB71,0.17790809261887602,,,,UCAC4 187-000239,,,Main sequence
Gaia DR3 4286113482922764288,281.33849556406,7.198401137433233,43.809880849296114,22.82590092951752,-224.20741774020658,-269.5996905507898,,16.286184,4.400774,19.210678,14.494044671010357,,,,native_gaia,Gaia,38.66172414387929,4.621565295646789,17.765606145594756,14.213459195575977,1.8391762339295434,2624.806499481201,255,170,81,#FFAA51,0.11017865986968928,,,,LSPM J1845+0711,,M7V,Main sequence
Gaia DR3 762920503987026816,165.79057372525148,36.65252358429698,43.80442474089575,22.828744034764174,-188.45699068997078,30.199301402093074,-10.797418594360352,12.363995,2.7490149,13.684951,10.571584505189755,3020.35302734375,,,native_gaia,Gaia,183.55287867861128,65.23078801246099,-9.546044537939713,-0.5927046669338994,20.72856215617106,3316.333520071847,255,194,128,#FFC280,0.352125704429127,-13.982182850108616,-2.9345745828971523,-18.41446496513126,LP  263-64,,M3.5V,Main sequence
Gaia DR3 884039857341503616,106.42577095656642,27.470399759829288,43.8003512539923,22.830867136227646,-48.793049205213265,-96.69134730651555,-22.896381378173828,9.58005,1.6895742,10.129718,7.787438435013144,4050.02880859375,0.6147431135177612,13.354581832885742,native_gaia,Gaia,189.41357465778987,15.03797902042578,-21.75207823167931,-3.6063282044177387,5.923679910073107,4078.2818192702075,255,214,170,#FFD6AA,0.5835749465706775,20.755245705228486,-4.214588213338267,-14.597969928177369,BD+27  1311,,K7V,Main sequence
Gaia DR3 4789443208593313280,66.49965422132102,-46.353813791547665,43.79444493226102,22.833946212738812,-163.9513288380495,-148.83585071532752,1.1762676239013672,11.855667,2.4755487,12.952387,10.06276224574325,3158.592529296875,,,native_gaia,Gaia,252.3850504122033,-43.95802360580243,-4.974136461008497,-15.666281168011283,-15.849753956397242,3459.780502319336,255,199,137,#FFC789,0.3993513978831074,20.004573084936666,4.53494932510344,-12.455089194284787,PM J04260-4621,,,Main sequence
Gaia DR3 6131349562059299712,185.9092860303274,-46.1056960870971,43.79235599149152,22.835035415639467,-232.63651798252192,-12.60390966444711,-6.450186729431152,12.425029,2.7744913,13.767649,10.632020353435625,,,,native_gaia,Gaia,297.91221508732224,16.4949135624693,10.249569254494865,-19.34809201697424,6.483556727099716,3300.3197479248047,255,194,128,#FFC280,0.3454777611220813,-24.315863018902732,-7.226688150509009,-5.8433587177028485,L  327-22,,M4,Main sequence
Gaia DR3 2027434780913030656,300.11511730463326,27.443217976560735,43.79205366315437,22.83519306246597,-102.8604612237664,-650.2945615107424,-1.0946496725082397,12.159121,2.4346085,13.2236395,10.36609712096498,3255.3955078125,,,native_gaia,Gaia,64.96188569221201,-1.383511287527001,9.661517316696926,20.68325760770122,-0.551343878835126,3476.1566162109375,255,200,140,#FFC88C,0.3720512591131518,58.78972436444609,-29.404952910614426,-27.56127342202567,G 186-7,,dM3.5,Main sequence
Gaia DR3 2367938722962185088,5.035582813353748,-17.061447997422228,43.786487964219894,22.83809564304745,141.90292777392352,-13.370393462333293,30.47699737548828,10.84538,2.078291,11.646056,9.052080392438956,,,,native_gaia,Gaia,85.61706686708274,-77.60325149800234,0.37468804960562707,4.888541942548539,-22.305613175665208,3684.016827839177,255,205,150,#FFCD96,0.48790088987054986,-12.067392380000571,-2.1762596761193516,-31.884208687411338,LP  764-108,,M1+Vk:,Main sequence
Gaia DR3 2229668951018122112,334.0959759546688,70.9442135471197,43.78639014812944,22.838146661942172,862.8296004351645,-40.69232497487799,-4.866637706756592,11.217248,2.2121582,12.113484,9.42394367505409,3351.584716796875,,,native_gaia,Gaia,110.87830783815663,11.795987207481584,-7.96727147200943,20.88794741778419,4.668745111437109,3579.5350609756097,255,203,145,#FFCB91,0.45643553518773083,-71.85512618614014,-20.079382484593058,-56.59276547586713,G 241-1,,M2.0V,Main sequence
Gaia DR3 426122397136335872,13.996912620479067,59.80045165275366,43.77453946976722,22.844329423286055,452.38187179840827,-56.8289451174428,,16.805937,1.2447968,17.121822,15.012044742267157,,,,native_gaia,Gaia,123.50486205140187,-3.066234507253602,-12.592193540626372,19.021221940940766,-1.2219511072436764,4812.1983642578125,255,228,200,#FFE4C8,,,,,LSPM J0055+5948,,DC:,White dwarf
Gaia DR3 2860379125997924480,4.338202188931532,29.1849048645301,43.773296801166225,22.844977944941025,691.1454063893501,427.7358394739822,-8.691819190979004,10.5981455,2.2208748,11.500757,8.804191769353316,,,,native_gaia,Gaia,114.04858768157357,-33.09822032142867,-7.798970929741413,17.476874123919536,-12.47509280921637,3572.731874047256,255,201,142,#FFC98E,0.5088760810547194,-78.74860528359629,-22.806133769161356,33.197554381392116,Ross  680,,M0V,Main sequence
Gaia DR3 5369584885317537408,175.95322607265086,-51.58639310517054,43.77066507301227,22.84635150806907,-347.58407154428414,-139.9519691852618,21.96526527404785,11.78543,2.4949894,12.89757,9.991345682264807,3149.25146484375,,,native_gaia,Gaia,292.36319215990017,9.892300830978678,8.563260111530614,-20.813968651241197,3.9249283404499624,3452.0042419433594,255,199,137,#FFC789,0.40577888859616734,-20.072101377867977,-36.210555877059186,-20.376570329277,L  252-17,,,Main sequence
Gaia DR3 708608825759209088,124.5434455551448,30.597161377890014,43.74459810144756,22.859965422037078,-284.06568281621895,-822.6650181194118,13.563857078552246,8.42755,1.3609991,8.79862,6.632172470125326,4436.7568359375,,,native_gaia,Gaia,191.8729576160401,31.007406333448692,-19.17411777321217,-4.031169647801892,11.776285406967721,4584.441749572754,255,224,192,#FFE0C0,0.6867827529874674,-22.120574635083063,-84.2889520846257,-38.53984928720326,BD+31  1781,,K4.5V,Main sequence
Gaia DR3 6846064551407418112,305.1806496174296,-28.101579282165574,43.7365472150622,22.86417341274748,-205.76840642728354,51.8512902428903,34.205684661865234,12.58374,2.8234215,13.968318,10.787962707600261,3021.497314453125,,,native_gaia,Gaia,14.848722736476981,-30.86074343250953,18.971557926673558,5.029764785435742,-11.728251441977566,3269.563642229353,255,193,125,#FFC17D,0.32832410216397123,40.01351893388632,9.652910115535567,2.1815659389899307,LP  927-8,,M0.5,Main sequence
Gaia DR3 6449957142381556480,318.0699506826907,-63.30351242478548,43.736169854074745,22.864370687613686,-88.28011031615213,-110.43318740237882,22.778169631958008,14.258646,3.3878174,16.157478,12.462849748930843,,,,native_gaia,Gaia,331.3983830648607,-39.6365774947025,15.45927987284841,-8.42923897644716,-14.58554226045422,3034.331597222222,255,187,113,#FFBB71,0.18260051757484097,18.76655753097212,-19.516693566124893,-4.537381857217811,SIPS J2112-6318,,,Main sequence
Gaia DR3 418491408481398272,10.339352049895332,55.834232406285906,43.73457203550505,22.865206024839335,324.32819707605586,-73.25627608421411,-40.67788314819336,12.731781,2.7821627,14.080949,10.935905411334968,,,,native_gaia,Gaia,121.50630477384706,-7.009609284539047,-11.859870763606176,19.34877065663619,-2.79037382904205,3295.497752598354,255,194,128,#FFC280,0.31205040475315354,-7.988452498287016,-53.58536788419062,-4.286450994316031,G 218-7,,M4V,Main sequence
Gaia DR3 4536614495522394112,276.2697797161684,24.632584410011688,43.72650236178374,22.869425771268272,-40.121336991527656,-448.64788694032734,0.18991519510746002,10.032018,1.9454298,10.742341,8.235741407637576,,,,native_gaia,Gaia,52.63531827824616,16.43291652640771,13.312194727017348,17.433889791382516,6.469589894224329,3787.7133253144057,255,208,156,#FFD09C,0.5569757270460512,39.6336775274461,-24.748442945695583,-14.190444249675398,HD 336196,,M0V,Main sequence
Gaia DR3 1194206418179409280,235.99809080000543,14.452258186562377,43.726029788405924,22.869672934841955,400.0195227501341,15.159915944146107,-30.493560791015625,14.180366,3.1188555,15.827572,12.384065793976507,3062.3017578125,,,native_gaia,Gaia,24.336287896435273,47.95992458647727,13.953856934744588,6.311050315556131,16.98477143519576,3129.962497287326,255,190,119,#FFBE77,0.1881153944216445,-0.4755843446532943,21.288348858609965,-48.57842037694989,G 137-44,,,Main sequence
Gaia DR3 5957041127551353088,269.0568421687032,-41.09912202582104,43.7259188518255,22.86973095725469,28.735405090428035,-9.371467375677488,,13.652943,3.042163,15.230505,11.856637379794847,3091.953369140625,,,native_gaia,Gaia,350.5836901207532,-8.03278284410774,22.34020776971258,-3.7049313977413494,-3.1958088493083157,3157.230970594618,255,190,119,#FFBE77,0.2250353834143607,,,,UPM J1756-4105,,,Main sequence
Gaia DR3 5192408069781824512,151.77968722091447,-82.83688536267218,43.71772516138545,22.87401726207085,-315.96753933730287,176.1957561183662,5.84413480758667,11.222046,2.3842583,12.247476,9.425333675855,,,,native_gaia,Gaia,297.87469290503986,-21.639859575294405,9.940757740377062,-18.794893926455497,-8.435280881270932,3496.2966918945312,255,200,140,#FFC88C,0.4563179197353461,-32.78285612061529,-20.68685001961289,-8.388353678805048,L   16-59 A,,,Main sequence
Gaia DR3 3265335443260522112,48.194346115429944,-1.1964050113001996,43.70273455684943,22.881863346541373,193.54884716032865,-68.8884844240555,19.302824020385742,4.92225,0.722445,5.0461526,3.124792855951613,,,,native_gaia,Gaia,181.50526578574116,-47.34120618444706,-15.500108232916917,-0.40731014082776945,-16.827370960041073,6094.818326776678,255,245,243,#FFF5F3,1.2365862640111662,-20.718745283396743,-19.881705603675716,-6.682194565722737,*  94 Cet,,F8.5V,Main sequence
Gaia DR3 6317869099684480768,231.76832317085035,-9.3058113399794,43.701567296012364,22.882474516909305,-118.2692409317716,-270.4127841109641,24.492223739624023,15.173652,3.7045717,17.38181,13.376136758342007,,,,native_gaia,Gaia,354.3729747316318,37.56724697313538,18.050125756380037,-1.778426436643163,13.951265161458236,2858.1713104248047,255,180,99,#FFB463,0.14495452966631975,23.528560748904706,-32.244125358670104,5.61994911058942,LP  682-46,,,Main sequence
Gaia DR3 6370294123335198464,313.36802981802464,-73.13705370226131,43.69902389146241,22.883806340474635,87.39908198694447,-186.06356380702937,-5.108575344085693,11.7399845,2.4019842,12.779111,9.942343193372729,3203.377197265625,,,native_gaia,Gaia,320.60105988527806,-34.572032744488226,14.560711580050405,-11.959852252873834,-12.985230263663476,3489.206314086914,255,200,140,#FFC88C,0.4101891125964544,-18.019370575708077,-13.994516966516008,1.6866197878678715,LEHPM 3996,,,Main sequence
