star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class,spurious_parallax
HIP 71683,219.86852617107107,-60.831824491220175,742.1199951171875,1.3474910259246826,-3678.18994140625,481.8399963378906,,-0.20534655,0.78019476,-0.01,4.147024154663086,,,,transformed_from_johnson,Hipparcos,315.72010121486744,-0.6710639947108461,0.9646534797895873,-0.9407054070418037,-0.015781826247568465,5903.719159906561,255,243,238,#FFF3EE,1.0670481852996043,,,,* alf Cen A,Rigel Kentaurus,G2V,Main sequence,False
HIP 32349,101.28462157128676,-16.721551523397142,379.2099914550781,2.637061357498169,-546.010009765625,-1223.0799560546875,,-1.4876251,-0.05821129,-1.44,1.4067745208740234,,,,transformed_from_johnson,Hipparcos,227.23417729015904,-8.894830349461957,-1.7690401524403137,-1.912676914409035,-0.40774570917517955,10970.188155770302,198,213,255,#C6D5FF,1.8961893320083616,,,,* alf CMa,Sirius,A0mA1Va,Main sequence,False
HIP 37279,114.82229510425766,5.220395060925165,285.92999267578125,3.49735951423645,-716.5700073242188,-1034.5799560546875,,0.29463246,0.55514,0.4,2.5759315490722656,,,,transformed_from_johnson,Hipparcos,213.70498424824763,13.014485376456557,-2.834738664032245,-1.8908919793541388,0.7875962168999362,6724.299907684326,251,247,255,#FBF7FF,1.3632465655987078,,,,* alf CMi,Procyon,F5IV-V+DQZ,Subgiant,False
HIP 97649,297.69824383202,8.870035424065025,194.44000244140625,5.142974853515625,536.8200073242188,385.5400085449219,,0.69581753,0.2979471,0.76,2.13974666595459,,,,transformed_from_johnson,Hipparcos,47.74682481681936,-8.91042464327527,3.416442237974345,3.7607908025660053,-0.7965960819724464,8013.685941696167,227,232,255,#E3E8FF,1.4838925004005432,,,,* alf Aql,Altair,A7Vn,Main sequence,False
HIP 3821,12.285282814596457,57.81269941141954,167.99000549316406,5.95273494720459,1087.1099853515625,-559.6500244140625,,3.309333,0.7469358,3.46,4.4357500076293945,,,,transformed_from_johnson,Hipparcos,122.62486612761107,-5.057678821769988,-3.1968401283504684,4.993983157215473,-0.5247844994730427,6013.776130242781,255,244,241,#FFF4F1,1.0300320503039238,,,,* eta Cas,Achird,F9V,Main sequence,False
HIP 84405,258.83505468164793,-26.607913269690084,167.0800018310547,5.985156536102295,-473.69000244140625,-1143.9300537109375,,4.072388,1.0297459,4.33,5.187009811401367,,,,transformed_from_johnson,Hipparcos,358.27346894362864,6.876855963071209,5.939400438738044,-0.17903001526929718,0.7166375957197801,5194.075200774453,255,234,215,#FFEAD7,0.9065644919154155,,,,*  36 Oph,,K2V+K1V,Main sequence,False
HIP 15510,50.00035962965094,-43.066552247555556,165.02000427246094,6.059871196746826,3038.080078125,726.3400268554688,,4.0642595,0.889849,4.26,5.151943206787109,,,,transformed_from_johnson,Hipparcos,250.73404117395282,-56.064747486631546,-1.1162190027675605,-3.1935023061952914,-5.027687050657366,5557.214303076267,255,238,227,#FFEEE3,0.9129018300987152,,,,* e Eri,,G6V,Main sequence,False
HIP 99240,302.1950252833894,-66.18709056715038,163.72999572753906,6.107616424560547,1210.2900390625,-1130.3399658203125,,3.3380861,0.8571446,3.55,4.408727645874023,,,,transformed_from_johnson,Hipparcos,329.7607876046614,-32.42130809914484,4.454091072335039,-2.5964254365637416,-3.274542114750066,5657.7803728580475,255,240,230,#FFF0E6,1.0334964556571764,,,,* del Pav,,G8IV,Subgiant,False
HIP 2021,6.482514836505086,-77.25279612610255,133.77999877929688,7.474958896636963,2220.1201171875,324.3699951171875,,2.65879,0.76912737,2.82,3.2907466888427734,,,,transformed_from_johnson,Hipparcos,304.7595064708243,-39.78480301137247,3.2749337412545048,-4.719125424934417,-4.783270295576282,5940.342161005194,255,243,239,#FFF3EF,1.1982892256516675,,,,* bet Hyi,,G0V,Main sequence,False
HIP 113368,344.41437687515645,-29.622965973686362,130.0800018310547,7.687576770782471,329.2200012207031,-164.22000122070312,,1.1146739,0.16525255,1.17,1.6857261657714844,,,,transformed_from_johnson,Hipparcos,20.48650485783268,-64.91108192498886,3.053557000025432,1.1408584945103486,-6.9622602759286085,8898.316323757172,215,224,255,#D7E0FF,1.73927903175354,,,,* alf PsA,Fomalhaut,A4V,Main sequence,False
HIP 22449,72.46211909562626,6.961327315027044,124.5999984741211,8.02568244934082,463.44000244140625,11.619999885559082,,3.0708275,0.600791,3.19,3.5484180450439453,,,,transformed_from_johnson,Hipparcos,191.4532168070514,-23.063055406967486,-7.237183228883801,-1.4662686766233208,-3.1440123818416517,6497.382583618164,255,249,254,#FFF9FE,1.1437925583276993,,,,* pi.03 Ori,Tabit,F6V,Main sequence,False
HIP 89937,275.2720450474017,72.73128012466651,124.11000061035156,8.057368278503418,531.0800170898438,-351.5899963378906,,3.4294252,0.7023223,3.55,3.8984594345092773,,,,transformed_from_johnson,Hipparcos,103.45464156672536,28.054656423320143,-1.6544676570598702,6.915467111054964,3.7894900690057325,6161.406193213029,255,245,245,#FFF5F5,1.0989154571141952,,,,* chi Dra,,F7V,Main sequence,False
HIP 61317,188.43142774511207,41.3587814614536,119.45999908447266,8.371003150939941,-705.0599975585938,292.92999267578125,,4.089,0.75804114,4.24,4.4751129150390625,,,,transformed_from_johnson,Hipparcos,136.14370778439954,75.31192227002438,-1.5305090637505692,1.4705946739288878,8.097443242396688,5977.027489055286,255,244,241,#FFF4F1,1.0249855237129406,,,,* bet CVn,Chara,G0V,Main sequence,False
HIP 86974,266.61323236757846,27.71734300849165,119.05000305175781,8.399831771850586,-291.4200134277344,-750.0,,3.2085001,0.802273,3.42,3.587146759033203,,,,transformed_from_johnson,Hipparcos,52.434634609498254,25.626348381764988,4.617350062899242,6.003254608852501,3.632930813176343,5830.660335800864,255,242,236,#FFF2EC,1.1388273385854868,,,,* mu.01 Her,,G5IV,Subgiant,False
Gaia DR3 3507879565090229888,199.596298132351,-18.31592210064546,117.1726460991387,8.534415098502675,-1070.2015735200084,-1063.8486605375717,-7.8643388748168945,4.5325284,0.898438,4.7104635,4.87665958874857,,,,native_gaia,Gaia,311.85153868464374,44.08862736219785,4.089930748215753,-4.566065906351732,5.937992058533093,5530.8032212257385,255,238,227,#FFEEE3,0.9626518815514632,-23.49107136794776,-47.355401818321205,-31.537354919798204,*  61 Vir,,G6.5V,Main sequence,False
HIP 1599,5.0356183655579345,-64.8696089524585,116.37999725341797,8.592541694641113,1707.56005859375,1165.3599853515625,,4.082957,0.7358113,4.23,4.412347793579102,,,,transformed_from_johnson,Hipparcos,308.3115886940517,-51.93051946838953,3.28461863587321,-4.157319496005242,-6.764595168903687,6050.588084567677,255,244,242,#FFF4F2,1.0330323341565255,,,,* zet Tuc,,F9.5V,Main sequence,False
HIP 27913,88.59498717825568,20.275734915052713,115.43000030517578,8.663259506225586,-163.1699981689453,-98.91999816894531,,4.236995,0.7469358,4.39,4.548589706420898,,,,transformed_from_johnson,Hipparcos,188.45805820160393,-2.7333292746397375,-8.55928718818263,-1.2727892043244058,-0.41312920954092264,6013.776130242781,255,244,241,#FFF4F1,1.015565422253731,,,,* chi01 Ori,,G0V,Main sequence,False
HIP 27072,86.11438721239007,-22.450019656752325,111.48999786376953,8.969414710998535,-292.4200134277344,-368.45001220703125,,3.4716623,0.6461158,3.59,3.7078418731689453,,,,transformed_from_johnson,Hipparcos,226.79693137205203,-24.274893398157484,-5.597430017116463,-5.960017848363511,-3.6874604687438914,6347.398692044345,255,247,250,#FFF7FA,1.1233536060039813,,,,* gam Lep,,F6V,Main sequence,False
HIP 17378,55.811677307175806,-9.760095954075046,110.58000183105469,9.04322624206543,-91.70999908447266,742.22998046875,,3.2336674,1.0510144,3.52,3.45205020904541,,,,transformed_from_johnson,Hipparcos,198.08281668968397,-45.994554760251994,-5.972267679983899,-1.9500557027782905,-6.504555509784079,5157.338723269376,255,233,213,#FFE9D5,1.161065336374136,,,,* del Eri,Rana,K0+IV,Subgiant,False
HIP 64394,197.96427386934366,27.88210598643147,109.2300033569336,9.154994010925293,-801.9400024414062,882.7000122070312,,4.084259,0.75804114,4.23,4.275968551635742,,,,transformed_from_johnson,Hipparcos,43.55785650751973,85.4102501656471,0.5308911569185097,0.504816725257159,9.125635867898978,5977.027489055286,255,244,241,#FFF4F1,1.050516852354392,,,,* bet Com,,F9.5V,Main sequence,False
HIP 105858,321.6117209782902,-65.36263981325877,108.5,9.21658992767334,81.08000183105469,800.6799926757812,,4.0880103,0.69112045,4.21,4.265159606933594,,,,transformed_from_johnson,Hipparcos,328.1606354794219,-40.29399591039147,5.972051166954014,-3.708511408672891,-5.960459536471654,6198.474161408164,255,246,246,#FFF6F6,1.0519026144956931,,,,* gam Pav,,F9VFe-1.4CH-0.7,Main sequence,False
Gaia DR3 3269362645115584640,49.841600693178854,3.3706161908023495,107.8023393880993,9.276236542510446,269.2979397635821,93.95652212078687,18.733732223510742,4.6564903,0.8589401,4.821327,4.819631253201681,,,,native_gaia,Gaia,178.223970904488,-43.070990791652896,-6.77311092889295,0.21001714995290016,-6.3347790438374965,5652.259117126465,255,240,230,#FFF0E6,0.9729582072527082,-21.677137915354944,-4.3588362438445705,-4.399885438764186,* kap01 Cet,,G5V,Main sequence,False
Gaia DR3 5381537023379295232,176.62052057636615,-40.498565145629904,107.30243385622761,9.319453101500756,-1530.9705104799332,403.2865748639044,16.942670822143555,4.701676,0.85635567,4.8656754,4.85472375605554,5538.9296875,0.8899210095405579,12.461332321166992,native_gaia,Gaia,289.7915595256912,20.709941858310806,2.95165655589614,-8.202332535660407,3.2957048808341636,5660.206323623657,255,240,230,#FFF0E6,0.9666161886646615,-60.34285866014351,-38.86633419586578,5.222926084905295,HD 102365,,G2V,Main sequence,False
Gaia DR3 4025850731201819392,175.26250050618376,34.19993957543697,104.42517041496379,9.576235269966132,-12.521605057437956,-381.1958714817105,-5.697195529937744,5.1109953,0.9060354,5.2915134,5.205021256051452,5394.31689453125,0.8721115589141846,10.401634216308594,native_gaia,Gaia,183.55512429279517,73.32517067550891,-2.7425143054851104,-0.17038796207904322,9.173541582852906,5507.441073417664,255,238,225,#FFEEE1,0.9033094115569664,7.889354227065127,-15.965504961174638,-3.8852331432645,*  61 UMa,,G8V,Main sequence,False
Gaia DR3 5264749303462961280,92.56235755341913,-74.75398809344104,97.9157940060883,10.212856977269889,121.59582336868253,-212.41087853342987,36.063690185546875,4.9001403,0.88797426,5.0745516,4.8544040354400355,5495.93701171875,0.8752386569976807,,native_gaia,Gaia,285.75926681215356,-28.80107605759086,2.4306500378503677,-8.613102424254977,-4.920249451091001,5562.979143619537,255,238,227,#FFEEE3,0.9666739694987887,19.077077619307726,-30.595213693471504,-11.874174642369818,* alf Men,,G7V,Main sequence,False
HIP 14632,47.2754067619672,49.612870061751266,94.93000030517578,10.534077644348145,1262.2900390625,-91.52999877929688,,3.8966594,0.7358113,4.05,3.7836761474609375,,,,transformed_from_johnson,Hipparcos,144.6028655757261,-7.377686476704708,-8.515835635209692,6.051248392226772,-1.3526744422886916,6050.588084567677,255,244,242,#FFF4F2,1.1136312631460337,,,,* iot Per,,G0V,Main sequence,False
HIP 81693,250.31908735691724,31.604259065187176,92.62999725341797,10.795639038085938,-462.5799865722656,345.04998779296875,,2.6373973,0.79124326,2.81,2.4711551666259766,,,,transformed_from_johnson,Hipparcos,52.66218422810789,40.291558128848315,4.994346226249587,6.547047950214557,6.981295807411611,5867.158682996576,255,242,236,#FFF2EC,1.3874257307786209,,,,* zet Her,,G0IV,Subgiant,False
HIP 10644,34.269648498547596,34.223136062990484,92.19999694824219,10.845987319946289,1151.6099853515625,-246.32000732421875,,4.682587,0.8571446,4.84,4.5062408447265625,,,,transformed_from_johnson,Hipparcos,142.44889244219533,-25.382144458642582,-7.768755195894281,5.972192898853907,-4.649171499265245,5657.7803728580475,255,240,230,#FFF0E6,1.0209947634965946,,,,* del Tri,,G0.5VFe-0.5,Main sequence,False
HIP 57757,177.67712193840077,1.763512719224434,91.73999786376953,10.900370597839355,740.9600219726562,-271.17999267578125,,3.461037,0.69112045,3.59,3.2738304138183594,,,,transformed_from_johnson,Hipparcos,270.531376362832,60.75641621786527,0.049385576319907594,-5.3248585433629065,9.511126207146413,6198.474161408164,255,246,246,#FFF6F6,1.2021929814265324,,,,* bet Vir,Zavijava,F9V,Main sequence,False
HIP 57632,177.26261506025165,14.571554622023665,90.16000366210938,11.091392517089844,-499.0199890136719,-113.77999877929688,,2.0890589,0.09165732,2.14,1.8641281127929688,,,,transformed_from_johnson,Hipparcos,250.63678051625723,70.7977937632565,-1.209512197260147,-3.4416462250075255,10.474308543991196,9388.95121216774,210,221,255,#D2DDFF,1.638927936553955,,,,* bet Leo,Denebola,A3Va,Main sequence,False
HIP 78072,239.11469786854613,15.655918522542747,89.91999816894531,11.120996475219727,311.20001220703125,-1282.1700439453125,,3.7324924,0.6121526,3.85,3.5017738342285156,,,,transformed_from_johnson,Hipparcos,27.722718328589167,45.692446001302,6.8764144660311795,3.6136771377042978,7.958192271969809,6459.786019758744,255,248,253,#FFF8FD,1.1497725853553185,,,,* gam Ser,,F6V,Main sequence,False
HIP 12777,41.05221634640618,49.228047874459,89.02999877929688,11.232169151306152,334.0299987792969,-89.95999908447266,,3.97222,0.66865766,4.1,3.7199020385742188,,,,transformed_from_johnson,Hipparcos,141.1670346076436,-9.609425239321082,-8.62683568989019,6.944329891976315,-1.874996579888792,6272.805559851907,255,246,248,#FFF6F8,1.1218074309520232,,,,* tet Per,,F8V,Main sequence,False
Gaia DR3 798068905726303232,143.9106108359265,35.80898121341234,89.009238360773,11.234788864800658,-726.5138772891685,-259.0574508049622,14.227434158325195,5.200431,0.93412685,5.3906765,4.947606294341657,5455.029296875,0.8660471439361572,,native_gaia,Gaia,188.4974856154771,47.79869985545522,-7.463981411257268,-1.1151646305852485,8.32261198036689,5421.059924125671,255,236,222,#FFECDE,0.9498301877695801,-36.39483685570866,-17.755610312585933,-15.81337635656093,*  11 LMi,,G8Va,Main sequence,False
HIP 67927,208.6708759110683,18.39612553298222,88.16999816894531,11.341726303100586,-60.95000076293945,-358.1000061035156,,2.5316463,0.7358113,2.68,2.258251190185547,,,,transformed_from_johnson,Hipparcos,5.283460128590942,73.02965955861454,3.296320066530682,0.30483063790222115,10.847861901574289,6050.588084567677,255,244,242,#FFF4F2,1.436557417649489,,,,* eta Boo,Muphrid,G0IV,Subgiant,False
Gaia DR3 4763906879239461632,76.3774682786158,-57.47218051585344,85.52329311905011,11.692720936365024,-31.90284638111717,117.94036172750553,-1.4497199058532715,4.550013,0.7088733,4.6702185,4.210435141630352,6038.380859375,1.088836669921875,3.6974847316741943,native_gaia,Gaia,266.03302573724875,-36.71602644208862,-0.6484366954241714,-9.350527089961728,-6.990486098092762,6139.728445573286,255,245,245,#FFF5F5,1.0589185715858522,-6.100927109729055,3.0781288116623426,-1.1265155842162107,* zet Dor,,F9VFe-0.5,Main sequence,False
HIP 109176,331.7542345381952,25.345231222712776,85.05999755859375,11.756407737731934,296.7300109863281,26.93000030517578,,3.6638746,0.5780067,3.77,3.312501907348633,,,,transformed_from_johnson,Hipparcos,82.26122872967886,-24.259228827754132,1.4432870821289732,10.620649742419273,-4.830304787817467,6609.966576099396,253,248,255,#FDF8FF,1.193268790611854,,,,* iot Peg,,F5V,Main sequence,False
HIP 107556,326.76140601931803,-16.128602480843192,84.58000183105469,11.823125839233398,263.260009765625,-296.2300109863281,,2.7909958,0.39270154,2.85,2.4273338317871094,,,,transformed_from_johnson,Hipparcos,37.599513868944435,-46.014890957877846,6.505392274307175,5.009738551165461,-8.506979229826507,7536.492317914963,234,236,255,#EAECFF,1.397538346510667,,,,* del Cap,Deneb Algedi,kA5hF0mF2III,Giant,False
HIP 61941,190.41243476429017,-1.449105277177939,84.52999877929688,11.830120086669922,-616.6599731445312,60.65999984741211,,2.649661,0.486038,2.74,2.2847156524658203,,,,transformed_from_johnson,Hipparcos,297.82856191794446,61.32561490650764,2.6499288238272727,-5.019969929076097,10.379283231748342,7069.810003042221,243,242,255,#F3F2FF,1.4304502340463492,,,,* gam Vir,Porrima,F1-F2V,Main sequence,False
Gaia DR3 4430238051199001216,236.60988904592512,7.352758689332476,83.921443569609,11.915905607254548,-223.9521808368752,-69.76269002453373,-66.37760925292969,4.246856,0.7825,4.387934,3.8662209413153583,,,,native_gaia,Gaia,15.695624640603056,44.103787320112055,8.237522865873038,2.314784510627897,8.292996813250104,5896.090814417059,255,243,238,#FFF3EE,1.1030485972672617,-49.11440853625951,-24.079612564293868,-39.86847652200448,* lam Ser,,G0-V,Main sequence,False
Gaia DR3 4722135642226902656,49.56622620807744,-62.5034842270098,83.06064664354982,12.03939579583873,1331.0270879085913,647.7253950157487,11.936549186706543,5.0796084,0.7856765,5.2216315,4.676584979676139,5765.099609375,0.9965256452560425,4.8597493171691895,native_gaia,Gaia,278.9610751952585,-47.214203760169816,1.2738134695554644,-8.078056711323699,-8.835691831558892,5885.579650185325,255,243,238,#FFF3EE,0.998809943432023,-69.82238578889888,-46.34013969065221,16.035953216025344,* zet02 Ret,,G1V,Main sequence,False
Gaia DR3 4722111590409480064,49.45525439342999,-62.572432544470445,83.02397018243857,12.044714289169494,1337.5303752785856,649.8397532183421,12.441243171691895,5.344616,0.8345952,5.5016575,4.940633423162392,5630.64794921875,0.9695570468902588,3.915963888168335,native_gaia,Gaia,279.08740769259697,-47.21126491020831,1.292264004914097,-8.07924341995783,-8.839175403305179,5727.119749546051,255,241,233,#FFF1E9,0.9510903452116158,-70.14399117482505,-46.89049078243693,15.651224060959116,* zet01 Ret,,G2.5VHdel1,Main sequence,False
HIP 80686,247.11987269295207,-70.08390854657323,82.61000061035156,12.105072021484375,199.88999938964844,110.7699966430664,,4.7597027,0.72466767,4.9,4.344865798950195,,,,transformed_from_johnson,Hipparcos,319.53178633468843,-14.574044859392886,8.912809243407747,-7.603710794828917,-3.046010864155187,6087.463352029974,255,245,243,#FFF5F3,1.041683871929462,,,,* zet TrA,,F9V,Main sequence,False
HIP 77952,238.783803400716,-63.432512843521074,81.23999786376953,12.309207916259766,-188.4499969482422,-401.9200134277344,,2.7504463,0.40444514,2.83,2.299295425415039,,,,transformed_from_johnson,Hipparcos,321.8433553746161,-7.5244878131413895,9.595686863267847,-7.539310616479803,-1.611889753071184,7477.774292230606,235,237,255,#EBEDFF,1.427085671058068,,,,* bet TrA,,F1V,Main sequence,False
HIP 171,0.5461994153218227,27.078172853325558,80.62999725341797,12.402332305908203,778.5900268554688,-918.719970703125,,5.612434,0.9223928,5.8,5.144916534423828,,,,transformed_from_johnson,Hipparcos,109.60852042566732,-34.51609532667053,-3.429449111126396,9.626481752620753,-7.027629364645544,5457.142184436321,255,237,224,#FFEDE0,0.9141717106462961,,,,*  85 Peg,,G5VbFe-2,Main sequence,False
Gaia DR3 188771135583573504,79.78833900872726,40.09609817127969,79.6021083335795,12.562481332899047,520.5689114669946,-664.487871734592,66.35509490966797,4.5258846,0.79079056,4.6694374,4.03050748114968,5761.53369140625,0.9979292154312134,10.10840129852295,native_gaia,Gaia,167.68374283900664,1.5411361296497716,-12.268917350462216,2.6787035039616502,0.3378636186803868,5868.656699440696,255,242,236,#FFF2EC,1.0819862203654256,-75.44110001784884,-34.90807957521869,4.476407608267518,* lam Aur,,G1.5IV-VFe-1,Subgiant,False
HIP 7918,25.45120785901524,42.61256810803253,79.08999633789062,12.643823623657227,791.3499755859375,-180.16000366210938,,4.79879,0.75804114,4.96,4.289398193359375,,,,transformed_from_johnson,Hipparcos,132.71927275322074,-19.29996450057576,-8.095602020864016,8.76720088351926,-4.178958292918716,5977.027489055286,255,244,241,#FFF4F1,1.0487951034154648,,,,HD  10307,,G1V,Main sequence,False
HIP 73695,225.94422187065175,47.654144213681484,78.38999938964844,12.756729125976562,-436.239990234375,18.940000534057617,,4.6584873,0.802273,4.83,4.129790306091309,,,,transformed_from_johnson,Hipparcos,80.37140723540323,57.06768753147619,1.1599816898653021,6.837470808970952,10.706893732973446,5830.660335800864,255,242,236,#FFF2EC,1.069257653065217,,,,* i Boo,,G0Vn,Main sequence,False
Gaia DR3 3575733210781078016,180.18562930618162,-10.448272003975848,78.33591471044681,12.765536774496114,83.79341887242131,-482.0061083706503,-0.41123461723327637,5.3550773,0.9255285,5.542316,4.824881861434207,5510.12353515625,0.8779153823852539,,native_gaia,Gaia,283.1194147209878,50.463064159286965,1.844502054896446,-7.914126392860742,9.844965451860178,5447.4997816085815,255,237,224,#FFEDE0,0.9720093021504445,17.94208724590294,-16.302342656526413,-16.99982072311781,HD 104304,,G8IV,Subgiant,False
Gaia DR3 6018047019138644480,246.0058026651914,-39.192965569776966,77.56546482061312,12.892335555684683,73.7483592823494,3.3665386250642886,12.845834732055664,5.215097,0.8076582,5.3637614,4.663438947524945,5723.8505859375,0.9714177250862122,6.835293769836426,native_gaia,Gaia,341.62111203416976,7.212417247056265,12.137919518363237,-4.032781576193026,1.6186100842470938,5812.840153087269,255,241,235,#FFF1EB,1.000841160573725,13.4985308931807,-1.0225186007600118,-1.4548679366419155,HD 147513,,G5V,Main sequence,False
Gaia DR3 853819947756949120,157.65517382143014,55.980393770343866,77.24853141451939,12.945229918144996,-177.04479764181383,-32.633709910609426,8.574124336242676,4.673892,0.700737,4.7919135,4.11334317981029,6066.2041015625,1.0958452224731445,4.043464183807373,native_gaia,Gaia,154.29272254377753,51.7019777284317,-7.228747043347235,3.480091907625323,10.159387488004167,6166.6521107066765,255,245,245,#FFF5F5,1.0713662589986808,-13.716388744559525,-2.0003002773688388,1.8507941671760808,*  36 UMa,,F8V,Main sequence,False
Gaia DR3 4079684229322231040,279.722148569977,-21.05255555408361,76.74052986202392,13.030923839045101,-74.71765460913085,-153.05579093380402,37.03004837036133,5.6792855,0.8573408,5.843604,5.104409493769213,,,,native_gaia,Gaia,12.724335655836574,-6.796489950936928,12.621575875737527,2.8500286250094655,-1.5421204066547625,5657.177000999451,255,240,230,#FFF0E6,0.9214922601621904,38.17396347786451,-2.165713102710894,-4.469500476989262,HD 172051,,G6V,Main sequence,False
Gaia DR3 2980492387558410112,71.90182063625531,-16.933703052251126,75.52889944115644,13.239965197415417,130.26356047105878,169.33843237165158,21.604755401611328,5.318377,0.81800747,5.470229,4.7089428003833,5699.0146484375,0.9656808972358704,6.759125232696533,native_gaia,Gaia,215.36320409336048,-34.80437388795705,-8.865631094315805,-6.291910883149832,-7.557057705666466,5778.593465631659,255,241,235,#FFF1EB,0.9929621445090422,-23.80091860476499,-8.47551281325192,-2.8726622312370425,*  58 Eri,,G2.5IV-V,Subgiant,False
HIP 7513,24.19832241363674,41.40376550965143,74.25,13.468013763427734,-172.57000732421875,-381.010009765625,,3.965611,0.6573967,4.1,3.319093704223633,,,,transformed_from_johnson,Hipparcos,132.00043571153734,-20.66796067054476,-8.431942027306572,9.364477128114181,-4.753558298479827,6310.069187337702,255,247,249,#FFF7F9,1.1917476067176231,,,,* ups And,Titawin,F9V,Main sequence,False
HIP 46853,143.20752252881448,51.674919438498115,74.1500015258789,13.486176490783691,-947.0599975585938,-535.5999755859375,,3.0533183,0.6348148,3.17,2.4038734436035156,,,,transformed_from_johnson,Hipparcos,165.4671106152278,45.64637407483644,-9.12632142053093,2.3658171793937846,9.643138635496758,6384.794665683399,255,248,252,#FFF8FC,1.4029522822453426,,,,* tet UMa,,F7V,Main sequence,False
HIP 98036,298.8285129808414,6.404624333445999,72.94999694824219,13.708020210266113,46.349998474121094,-481.32000732421875,,3.4523883,0.99771845,3.71,2.767515182495117,,,,transformed_from_johnson,Hipparcos,46.12364152333238,-11.096313580914494,9.323467448534492,9.696520911629976,-2.6382295259329744,5249.39539866014,255,234,217,#FFEAD9,1.319034957885742,,,,* bet Aql,Alshain,G8IV,Subgiant,False
HIP 16852,54.21722921050543,0.39951947853701447,72.88999938964844,13.719303131103516,-232.69000244140625,-482.0,,4.143283,0.7469358,4.29,3.4566221237182617,,,,transformed_from_johnson,Hipparcos,185.1259397689538,-41.669127838086474,-10.207285881908392,-0.9156341819099808,-9.120976229166395,6013.776130242781,255,244,241,#FFF4F1,1.1600102791419395,,,,*  10 Tau,,F9IV-V,Subgiant,False
Gaia DR3 2860924621205256704,1.655198904590879,29.02071363055181,72.64189108452184,13.766161440324545,380.1592537624844,-177.729603753582,-6.754061222076416,5.878327,0.9170017,6.062609,5.184262601040331,5405.125,0.8791604042053223,9.59831714630127,native_gaia,Gaia,111.26537374933818,-32.833713370826636,-4.195208094270337,10.779396369808914,-7.464050090225639,5473.7196979522705,255,237,224,#FFEDE0,0.9070609757156028,-15.10548621081043,-21.542903036251285,-10.16490172045434,HD    166,,G8V,Main sequence,False
HIP 116771,354.9893509916043,5.624349421526675,72.51000213623047,13.791200637817383,376.32000732421875,-437.0,,4.00427,0.66865766,4.13,3.3062591552734375,,,,transformed_from_johnson,Hipparcos,92.46483936754292,-52.966476984607105,-0.3572186483345887,8.298509661508815,-11.009284593817233,6272.805559851907,255,246,248,#FFF6F8,1.1947094257061297,,,,* iot Psc,,F7V,Main sequence,False
HIP 116727,354.8358571150356,77.63284114988893,72.5,13.793103218078613,-48.849998474121094,127.18000030517578,,2.8633666,1.1039009,3.21,2.1650562286376953,,,,transformed_from_johnson,Hipparcos,118.99213735345982,15.316022602262612,-6.447933104127183,11.636144821252913,3.6433485652762396,5065.989338267933,255,231,210,#FFE7D2,1.4696558713912964,,,,* gam Cep,Errai,K1III-IVCN1,Red giant,False
Gaia DR3 777254360337133312,164.8647031186751,40.43050097561348,72.00696109116399,13.887546215621514,-316.8498990963689,55.18040036976814,11.23812198638916,4.866588,0.7958617,5.011667,4.153460529608724,5763.5869140625,0.9863498210906982,10.094547271728516,native_gaia,Gaia,175.78307281524866,63.367659780139434,-6.208429963205193,0.45776271684362546,12.414096446301171,5851.875759471546,255,242,236,#FFF2EC,1.0662230090245226,-23.8356284187193,-2.432579861550556,0.7412261699701713,*  47 UMa,Chalawan,G1-VFe-0.5,Main sequence,False
Gaia DR3 6508776375901968640,334.5683625481559,-53.62987304773594,71.09384614454987,14.065915043712415,441.22964916542867,-629.7500845409968,,5.2305317,0.80575466,5.3786144,4.4896917424877465,5780.66015625,0.982096791267395,7.610714435577393,native_gaia,Gaia,339.00569632388147,-51.38761234989052,8.195107948109625,-3.144872430407976,-10.9909030171422,5819.139119928534,255,241,235,#FFF1EB,1.0231164432708018,,,,HD 211415,,G0V,Main sequence,False
HIP 86036,263.75092322693183,61.87221787808038,70.9800033569336,14.088475227355957,277.3800048828125,-525.6199951171875,,5.0742927,0.75804114,5.23,4.329973220825195,,,,transformed_from_johnson,Hipparcos,90.99022732625491,32.648466310590045,-0.20500519018609598,11.860673167342119,7.600495978639153,5977.027489055286,255,244,241,#FFF4F1,1.0435931768172826,,,,*  26 Dra,,G0IV-V,Subgiant,False
HIP 14879,48.02075295202899,-28.984896998160668,70.86000061035156,14.112334251403809,371.489990234375,612.260009765625,,3.663456,0.71350473,3.8,2.915461540222168,,,,transformed_from_johnson,Hipparcos,224.72542497328547,-59.028432203018276,-5.159832675793288,-5.1106138721204095,-12.100236800627142,6124.402524341236,255,245,243,#FFF5F3,1.2848934907179612,,,,* alf For,,F6V,Main sequence,False
