star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class,spurious_parallax
HIP 54418,167.02378210040067,-28.268321939524462,37.209999084472656,26.874496459960938,-503.3999938964844,-38.790000915527344,,8.851276,1.59318,9.32,6.7045745849609375,,,,transformed_from_johnson,Hipparcos,276.81715199678496,29.31070621971497,2.7816400951118365,-23.268286916327643,13.156286038893159,4211.75085067749,255,217,175,#FFD9AF,0.6795425415039062,,,,CD-27  7881,,K6Vk:,Main sequence,False
Gaia DR3 4041857799496807936,266.9886891599007,-34.021390083597176,37.2047680269085,26.878275367198793,-205.37250079684918,-565.9614682950204,2.437838554382324,7.021645,0.869884,7.1900554,4.87463807432237,5492.630859375,0.8731760382652283,,native_gaia,Gaia,355.9070015536574,-3.0610706978981925,26.771470103811346,-1.9157145796728292,-1.4353093202964338,5618.606656551361,255,239,228,#FFEFE4,0.9630172154839091,-3.728556801324564,-75.2188023284407,-14.802444543434799,HD 161612,,G8V,Main sequence,False
Gaia DR3 3124542635730704896,95.05446809479194,2.2584775762904004,37.20364011856117,26.87909023991157,-123.80583800433497,-96.74978959660406,31.486000061035156,9.291484,1.5702314,9.772544,7.1444110524320195,,,,native_gaia,Gaia,207.33875844529658,-5.900383676869822,-23.750381210903722,-12.278839218305693,-2.7631489125740396,4243.525701669546,255,218,177,#FFDAB1,0.635558894756798,-24.357635717833833,-16.675110292178704,-22.8221160022914,HD 288595,,M0,Main sequence,False
Gaia DR3 3662657851291871104,203.56685974269138,-0.3136840748723714,37.1976080913766,26.883448998749646,-197.84398365516898,20.17842320352504,,7.5344663,1.0503426,7.7678795,5.387041338875672,5159.57373046875,,,native_gaia,Gaia,325.2360762052655,60.689882924916404,10.8114018184735,-7.504028733292418,23.441906355025885,5158.499214865945,255,233,213,#FFE9D5,0.8704142158658423,,,,HD 118036A,,,Main sequence,False
Gaia DR3 5145956864601439488,37.926632496199645,-15.273975818628793,37.188488193329874,26.89004174628857,-73.37084289314348,-117.84215359431123,-28.43733024597168,8.393618,1.1449285,8.665573,6.245660247715321,4820.9873046875,0.7934643030166626,3.4154441356658936,native_gaia,Gaia,191.06937258804155,-63.87140011439539,-11.62171904259715,-2.273639798397762,-24.14209091357289,4995.12357711792,255,231,208,#FFE7D0,0.7381509628427018,27.72562517147226,-2.758209517341123,18.587153365520106,HD  15767,,K2.5Vk:,Main sequence,False
Gaia DR3 3800758057928927872,173.5906354617996,3.059707436962619,37.180311554006266,26.895955364641036,-183.85461465606411,-102.93817471733516,5.009873867034912,5.645272,0.610724,5.7407823,3.4968369013079865,,,,native_gaia,Gaia,262.173221567232,59.686044582556534,-1.8486801466365184,-13.448943752567523,23.21854234512731,6464.513400684704,255,248,253,#FFF8FD,1.150729945852003,-14.523567062108357,-21.74298672664631,-7.947281484447895,*  89 Leo,,F5.5V,Main sequence,False
Gaia DR3 2918894859953947392,101.21643794479907,-27.34036132824005,37.17337421079895,26.90097472264161,-5.873581024384734,293.78382921208663,-10.344675064086914,6.299466,0.7210088,6.4229746,4.150626051136236,5945.04150390625,1.0584025382995605,6.170286655426025,native_gaia,Gaia,237.02903220996438,-13.420139697677966,-14.240135652769036,-21.952230036366508,-6.243442483869541,6099.570954062722,255,245,243,#FFF5F3,1.0665864037004826,-25.351270656101594,24.437429013787444,16.47029064230624,HD  48938,,G0VFe-0.8CH-0.5,Main sequence,False
Gaia DR3 4356054757585316992,245.63599026173608,-4.250032851997464,37.15996717652195,26.91068039026176,-78.88693126340515,-176.73385145884583,-20.279348373413086,7.161991,0.88270044,7.334641,5.012367727927435,5400.14208984375,0.8645288348197937,,native_gaia,Gaia,9.690151362366247,30.205543607318255,22.925093178782795,3.9146023013627835,13.53885928108829,5579.1961369514465,255,239,228,#FFEFE4,0.9381263142299816,-10.887715706785247,-26.457833811139547,-14.222562211009695,HD 147512,,G8/K0V,Main sequence,False
Gaia DR3 2035294983392947200,298.3863695070523,34.142284977518344,37.14893737355565,26.91867037660805,17.017443363418842,227.64858232050236,-28.40941619873047,10.739292,2.152608,11.592472,8.589024122283742,,,,native_gaia,Gaia,69.91429071250735,3.3675626111247547,9.228593525514947,25.237820239474242,1.5812355755179155,3626.0133324599847,255,204,148,#FFCC94,0.5270825742682987,-34.48194610920463,-18.401664806638745,11.316506622496501,G 125-42,,M1.5V,Main sequence,False
Gaia DR3 2423292879948720000,4.497121279564225,-13.455641929479897,37.14173648080181,26.923889261798244,401.6415779090277,-0.2377277057590994,28.92271614074707,6.369294,0.76227903,6.5044417,4.21860518840883,5816.2099609375,0.9979736804962158,8.889911651611328,native_gaia,Gaia,91.52546848238451,-74.25094107266784,-0.1945433388700162,7.305217037989128,-25.91315823860051,5963.003924976696,255,243,239,#FFF3EF,1.0578711296911756,-44.609795860455876,-16.89653485730529,-34.47925235460271,HD   1388,,G0V,Main sequence,False
Gaia DR3 1863898674120773760,307.8843914574332,33.77594492798737,37.1388743320098,26.925964181367373,141.8958134494709,16.7161991356915,-26.907886505126953,8.815745,1.3731384,9.192827,6.664889035046389,4435.4248046875,,,native_gaia,Gaia,73.94846579879948,-3.4071440272248044,7.431918985110507,25.83047391477203,-1.600232680991912,4560.648681640625,255,223,190,#FFDFBE,0.683511096495361,-19.561541966374723,-23.148872701492927,-11.751640608429664,BD+33  3936,,K4V,Main sequence,False
Gaia DR3 551239506048106880,63.807958235196665,76.28694062581451,37.137553607519706,26.926921750643196,42.883596758310155,-241.00566877939846,7.649521827697754,7.943755,1.0266218,8.167978,5.792821608391085,5093.82080078125,0.8355982303619385,5.906810283660889,native_gaia,Gaia,134.09715863208996,18.063119061367455,-17.814346133598253,18.384803421043763,8.349083181235653,5199.471404335715,255,234,215,#FFEAD7,0.8060767587413372,-27.520589445800084,-9.137861254280065,-13.927930184779651,HD  26018,,G5,Main sequence,False
Gaia DR3 302447890428345088,27.53265381379446,29.464294388644902,37.09797393815778,26.95564996802783,-35.34274341966634,-63.382950849234845,-39.5972900390625,7.8490167,0.9602208,8.048547,5.695767625335941,,,,native_gaia,Gaia,137.95371015163235,-31.689638088505124,-17.03290541157858,15.361432590879117,-14.160282030910714,5340.820997714996,255,236,220,#FFECDC,0.8206348561996087,30.013807537740245,-24.09383486920756,13.137628511818551,HD  11130,,G9V,Main sequence,False
Gaia DR3 373208954099200768,17.673669293671573,42.93094190794177,37.094598079938905,26.958103113693234,-153.97429524785463,-200.05232348177483,-31.960264205932617,7.484144,0.89057875,7.6594286,5.330697560118905,5474.07275390625,,,native_gaia,Gaia,126.67651193511516,-19.80075127022786,-15.149970211907066,20.342643056932957,-9.132064362731063,5554.970353603363,255,238,227,#FFEEE3,0.8805968264845353,37.53744021026772,-20.961829203167675,-14.621229878507988,V* V443 And,,G7V,Main sequence,False
Gaia DR3 1133673183469372544,174.58624612768764,81.80889164145856,37.08900037903272,26.96217179704103,435.7326492865032,12.353814561752392,-29.803892135620117,10.971605,2.0015411,11.719529,8.817830942914348,3771.3955078125,0.5277823805809021,0.2495402693748474,native_gaia,Gaia,126.05324240375022,34.87158371626559,-13.01885962168591,17.88395139990425,15.41532628554627,3743.919112042683,255,206,153,#FFCE99,0.5077219971380167,63.04078300172718,3.300455745015837,-2.71701973775858,G 253-53,,M0.5V,Main sequence,False
HIP 83608,256.3333120016002,54.47037085446246,37.08000183105469,26.96871566772461,-66.0,73.86000061035156,,4.7944117,0.6121526,4.91,2.6401100158691406,,,,transformed_from_johnson,Hipparcos,82.29958029640996,37.018179873643284,2.8852839365690977,21.338842991277357,16.237011460412422,6459.786019758744,255,248,253,#FFF8FD,1.3484361501840445,,,,* mu. Dra,Alrakis,F6V+F6V,Main sequence,False
Gaia DR3 4450372376847499904,243.98882744491237,7.355867188848203,37.07618930905398,26.971488133916736,172.25239098254673,-459.01206081886227,,9.208611,1.4445858,9.622011,7.054085989552423,,,,native_gaia,Gaia,20.525722101183614,37.756612576481686,19.97040107422859,7.476847413852385,16.514872262370957,4420.611831665039,255,220,184,#FFDCB8,0.6445914010447577,,,,HD 146413B,,K5V,Main sequence,False
Gaia DR3 3459773354395918080,181.1560339464786,-38.2745960184833,37.074888140925545,26.972434716428406,640.7818294486968,-226.17352267127382,-7.252007961273193,10.919639,2.0909328,11.729148,8.76503788066545,,,,native_gaia,Gaia,292.91773452582726,23.68514360905702,9.618582893747059,-22.750726984644892,10.835105874806189,3674.1499737995427,255,204,148,#FFCC94,0.5121891024052312,78.55674175182968,35.10182808741741,-14.085394087122491,L  469-72,,M1V,Main sequence,False
Gaia DR3 6262941347057562752,240.64680403172366,-14.644155752470477,37.07110882388256,26.975184496120697,133.88388817046416,-108.94977460765125,31.444395065307617,10.841881,2.0594463,11.629465,8.687058679781387,,,,native_gaia,Gaia,356.8910642748081,27.59794859881771,23.87076828911565,-1.29652838292133,12.49664011002079,3698.7248118330795,255,205,150,#FFCD96,0.5187873424800364,38.08249023514523,-0.9862735315410215,-4.97083000711821,LP  744-46,,dM2.0,Main sequence,False
Gaia DR3 3000225425824867584,97.52973574415478,-11.808591433325704,37.06927277255648,26.976520584464517,-153.1368023436859,78.92949080348119,43.237953186035156,8.705418,1.3484683,9.07033,6.550487963533055,4470.51171875,0.7247245907783508,13.326332092285156,native_gaia,Gaia,221.1450660487094,-10.03402665339283,-20.003841272507238,-17.478189713013023,-4.700200160025057,4609.002124786377,255,224,192,#FFE0C0,0.6949512036466945,-41.92299568577845,-13.227154822885428,-20.552712254826876,HD  45977,,K4+Vk:,Main sequence,False
Gaia DR3 2936850125355960576,95.47115618136006,-22.722144544313213,37.06510059689465,26.979557154737115,-631.8091258124423,272.02243613994386,15.97408676147461,10.075869,1.9913006,10.816869,7.920694522369871,,,,native_gaia,Gaia,230.50424774022187,-16.361321851807862,-16.46467757376412,-19.976268255167074,-7.599973898331471,3751.911740186738,255,206,153,#FFCE99,0.5759603130074359,-48.03195873826465,41.877618109101455,-62.72411096748304,CD-22  3005,,M1Vk,Main sequence,False
Gaia DR3 5034869184758130816,16.100460514558023,-25.60641539149431,37.062957167273346,26.981117439894994,-34.45981234943617,-318.16794679677975,5.698691368103027,9.315938,1.4710236,9.743177,7.160638334477575,,,,native_gaia,Gaia,186.0005329376779,-86.72177177028168,-1.5344524291178778,-0.16129187953323174,-26.936966031418176,4380.890455979567,255,220,184,#FFDCB8,0.6339361665522425,26.250665015924543,-31.138797648357134,-7.016938074487739,HD   6378,,K5+Vk:,Main sequence,False
Gaia DR3 1896396703077703936,328.12435326523473,28.793268062528412,37.059132807546476,26.983901787263804,-59.168627603862106,-61.60277745767016,19.173673629760742,5.3932233,0.6264272,5.4924417,3.2376995482171083,6346.83203125,1.3069361448287964,2.968815803527832,native_gaia,Gaia,82.05046080573636,-19.53780295381,3.5170193972856536,25.185819219425255,-9.024191956637708,6412.550080039285,255,248,252,#FFF8FC,1.2105308734883595,13.247165849237684,16.105821761315884,-7.219668190565814,*  15 Peg,,F2V,Main sequence,False
Gaia DR3 4450372376847499648,243.988545670971,7.354926181718291,37.05650498242793,26.9858153237656,177.30938632756244,-476.1050755718388,3.802739381790161,8.90213,1.3257475,9.256003,6.746452407153143,4494.77587890625,0.7068620324134827,12.761429786682129,native_gaia,Gaia,20.524508766545733,37.756404348811785,19.981223957028853,7.480417018454255,16.5235673841171,4653.5349197387695,255,225,194,#FFE1C2,0.6753547592846857,45.919359085404714,-28.142560797793333,-36.577263879079524,HD 146413A,,K4V,Main sequence,False
Gaia DR3 6434153380720177664,291.28729280466496,-66.46775114811312,37.05114703189394,26.989717730983916,-230.72334228928884,235.80621760775446,40.012290954589844,8.102739,1.1750865,8.387614,5.946747621312216,4818.955078125,,,native_gaia,Gaia,329.51490910485796,-28.04352206510285,20.52790543578783,-12.084666463873777,-12.689003037057896,4943.032412095503,255,230,206,#FFE6CE,0.7829878568031675,57.43502021750038,-1.31426273490353,9.061598579055698,HD 181433,,K3III-IV,Red giant,False
Gaia DR3 1380421150568828800,244.97902101147605,39.708562338574204,37.04002761019112,26.99782004819192,-127.77574629361075,-4.7512236354982775,-26.99663543701172,5.378591,0.55630493,5.461977,3.2219475693365585,6572.20166015625,1.325706958770752,2.157832384109497,native_gaia,Gaia,63.11814193654619,45.3749874152398,8.57506490085651,16.915648924149544,19.214873686172663,6718.475341796875,251,247,255,#FBF7FF,1.2141659455377172,-13.2598405511529,-27.587498942593843,-7.7276524296137845,HD 147365,,F4V,Main sequence,False
HIP 90355,276.54115760977083,8.775539505330913,37.040000915527344,26.997838973999023,-194.69000244140625,-458.1000061035156,,7.638957,0.8571446,7.83,5.482312202453613,,,,transformed_from_johnson,Hipparcos,37.94617967106079,9.576549533118037,20.9934957307479,16.370182399599486,4.491500247455592,5657.7803728580475,255,240,230,#FFF0E6,0.8531965899180217,,,,HD 169822,,G6V,Main sequence,False
Gaia DR3 3840824948839560576,140.96817673281393,0.13715364192114304,37.037947936867184,26.999335970355165,-204.54435607922403,-227.42291575977617,25.475749969482422,10.7823305,2.0611048,11.571063,8.625565097382747,3395.2880859375,,,native_gaia,Gaia,232.47379547775057,33.39108559906165,-13.73127391283845,-17.878008541418424,14.85910731382227,3697.430419921875,255,205,150,#FFCD96,0.5239906456060752,-17.575532368920484,-39.5582607573349,-17.546749935612837,G  48-10,,M1.0V,Main sequence,False
Gaia DR3 1896408724688348928,328.2799148262218,28.837341684805985,37.020431915862005,27.012110562965468,-60.21479253011666,-60.39297117323575,19.769853591918945,10.759187,1.8783312,11.425643,8.60139415140177,3667.486083984375,0.5278986692428589,10.796188354492188,native_gaia,Gaia,82.1896907851253,-19.59532933505975,3.4581853671268217,25.21163065673993,-9.059180462966385,3840.0829780392532,255,209,158,#FFD19E,0.5260358794967733,13.298595956117449,16.74630986615735,-7.267178544464126,StKM 1-1953,,M0,Main sequence,False
Gaia DR3 1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,27.014104068640922,-90.67806333126836,-49.70173053627702,13.435332298278809,6.320388,0.7786393,6.460322,4.162434997274271,5754.28564453125,0.9847114086151123,10.284131050109863,native_gaia,Gaia,80.13840042968548,34.0902393696935,3.831606994951405,22.04132824803318,15.141349197811135,5908.866261568936,255,243,238,#FFF3EE,1.0650724362468882,7.291401370727039,3.4902018168367444,17.04451783913206,HD 158259,,G5VmF9,Main sequence,False
Gaia DR3 6213644846302305536,231.01010494943648,-27.305419670890252,37.01768784079552,27.014112937057764,-2.3410905839432914,-44.29128619081837,-6.562323093414307,7.3327193,0.9167886,7.516928,5.17476577015349,5352.9375,,,native_gaia,Gaia,339.9895165946386,24.375660844294845,23.12058305864726,-8.41999513871408,11.149198117727407,5474.37512254715,255,237,224,#FFEDE0,0.9087772704541885,-5.186203088420148,-2.0090828995440337,-6.662700346085622,HD 136894,,G8+V,Main sequence,False
Gaia DR3 522135261462534528,32.288730556016894,71.55094419496288,37.01171490337175,27.018472465022164,306.90955246996714,-239.24430409022557,0.583574652671814,6.4476395,0.7085624,6.567761,4.289335506292176,5998.291015625,1.0763640403747559,3.6652979850769043,native_gaia,Gaia,129.06089469038372,9.610001333675656,-16.786660744623276,20.68481044504112,4.510486918371751,6140.757234746759,255,245,245,#FFF5F5,1.0488031402189517,-38.454028039982234,-26.719711457469494,-17.083579231570344,*  54 Cas,,F8,Main sequence,False
HIP 28790,91.1665839150206,-45.07780152860042,37.0099983215332,27.019725799560547,-79.9800033569336,254.27999877929688,,5.8082943,0.6461158,5.93,3.6498899459838867,,,,transformed_from_johnson,Hipparcos,252.17900902975657,-26.758727062124454,-7.383679375991117,-22.968554430376493,-12.165211405266808,6347.398692044345,255,247,250,#FFF7FA,1.130783340258476,,,,HD  41742,,F5.5V,Main sequence,False
Gaia DR3 4303735493232528640,298.01276545783395,11.626838524252257,37.002666811035404,27.025079168125455,-344.04204865139036,-334.6001305867717,-20.56036949157715,5.9979544,0.82430935,6.1517663,3.839119494274991,5634.525390625,1.0061132907867432,10.61030387878418,native_gaia,Gaia,50.32291524649035,-7.814933941361863,17.09418163181194,20.606805134113145,-3.6747027834588093,5758.74875164032,255,241,233,#FFF1E9,1.1065231417596164,33.964881495050676,-51.661452035509065,19.50361588335573,HD 187923,,G0V,Main sequence,False
Gaia DR3 5320952798822552064,123.85501687347556,-52.060550206237615,37.00138228818621,27.026017358256365,-5.8167733430975375,-56.683490567532004,11.874741554260254,6.4833074,0.7478013,6.6143003,4.324397104764545,5849.4833984375,1.0078990459442139,7.336705684661865,native_gaia,Gaia,267.3515486754332,-9.413654617812197,-1.2319936102007865,-26.63358463187368,-4.4204044667904485,6010.912049033425,255,244,241,#FFF4F1,1.044308063491725,5.201583879211591,-11.224172396730399,-6.4236981558195545,HD  69655,,G1V,Main sequence,False
Gaia DR3 6912276699251278848,315.1412210744957,-4.730873757763143,36.9970633173991,27.029172327029443,48.79497114152116,-138.18013620609094,-17.48724937438965,6.0636535,0.7795558,6.203859,3.90448973324974,5801.7255859375,1.022143840789795,9.240311622619629,native_gaia,Gaia,44.29356385871802,-30.751500710829664,16.626421215502397,16.221399004391778,-13.820437351591421,5905.833542563699,255,243,238,#FFF3EE,1.098142341891059,-7.1754750752944805,-24.43724071124384,-3.1144330100064623,*  11 Aqr,,G1V,Main sequence,False
HIP 12390,39.8917572474915,-11.873206184990915,36.9900016784668,27.034332275390625,172.00999450683594,-236.30999755859375,,4.720796,0.600791,4.83,2.56121826171875,,,,transformed_from_johnson,Hipparcos,187.1991623907958,-60.4137826312481,-13.242507273848451,-1.6727210310455167,-23.509426344141115,6497.382583618164,255,249,254,#FFF9FE,1.3666419396033653,,,,* eps Cet,,F5V,Main sequence,False
Gaia DR3 2117279002732678656,281.1456793793539,43.833266539954586,36.98645728556653,27.036923062924348,-105.53522363587646,-1.904533710789788,-45.62107849121094,7.327226,0.97002554,7.530306,5.167439835969162,5270.85595703125,,,native_gaia,Gaia,73.0024568132821,19.572379573697106,7.447038034557199,24.361899996870896,9.057298811721449,5310.671466350555,255,235,219,#FFEBDB,0.9101012344634044,-9.32556128926542,-46.54323479793987,-3.3259527534269946,HD 173701,,G8V,Main sequence,False
Gaia DR3 5702187702467261696,131.04601571276393,-22.498489646932473,36.974383964351695,27.04575148470723,-107.51353076759162,116.30506497325635,41.802608489990234,10.511396,2.0119047,11.266355,8.350901142505968,3505.07470703125,0.5738825798034668,10.779762268066406,native_gaia,Gaia,246.45918296049535,12.350918311387932,-10.552128630753185,-24.22103366120247,5.785048237956107,3735.8304651772105,255,206,153,#FFCE99,0.5472314417879566,-35.00481825645279,-29.8012494771795,6.809026881307456,PM J08441-2229,,dM1.5,Main sequence,False
Gaia DR3 4399508144313704960,239.17335774099053,-4.239671705892643,36.9738192184605,27.046164587203755,148.18319947706797,-131.6968872578289,-30.948453903198242,11.069045,2.1319437,11.907487,8.908516633985414,3639.405029296875,,,native_gaia,Gaia,5.152885625781415,35.40334401729204,21.95607250230401,1.9799564543403392,15.668620602675912,3642.1415003334605,255,204,148,#FFCC94,0.5000485925089265,-10.339774263412785,-2.6127089838660633,-38.60219159823326,LP  684-3,,M1.5Vk,Main sequence,False
Gaia DR3 3066710282611675776,126.14494794137273,-3.7513579180676873,36.96743538245016,27.05083513785589,-212.04420762858138,-25.969175965084105,97.62224578857422,5.4688787,0.6485081,5.573468,3.3079753581240894,6226.6923828125,1.2794208526611328,3.3950724601745605,native_gaia,Gaia,227.4937593751335,18.737695286207288,-17.308730843068112,-18.885035089810223,8.68970470811973,6339.48238026012,255,247,250,#FFF7FA,1.194313378894441,-75.92340095226078,-66.77837954649937,7.539211752894376,*   1 Hya,,F6V,Main sequence,False
HIP 14729,47.56427500267064,12.049825922897146,36.959999084472656,27.056278228759766,245.14999389648438,-153.64999389648438,,8.965132,1.3727816,9.38,6.803791046142578,,,,transformed_from_johnson,Hipparcos,168.15944344260097,-38.341169557363635,-20.769539463346828,4.354328386851787,-16.78416653790098,4561.347996711731,255,223,190,#FFDFBE,0.6696208953857421,,,,BD+11   444,,K3,Main sequence,False
HIP 117410,357.1081202868848,-12.987359681705263,36.959999084472656,27.056278228759766,233.61000061035156,22.110000610351562,,9.116801,1.6719266,9.59,6.955461502075195,,,,transformed_from_johnson,Hipparcos,73.6443822960886,-69.57547149241846,2.6588277439619237,9.059826036481104,-25.35532249466958,4102.716990984403,255,214,170,#FFD6AA,0.6544538497924804,,,,BD-13  6464,,K5Vke,Main sequence,False
Gaia DR3 2042389925739687808,286.88551501549904,30.25495170578353,36.9593355499647,27.056763470439478,110.79817726743717,103.235502542799,-35.42830276489258,7.5187593,0.9751849,7.7237206,5.35738002528899,5123.43359375,0.838399350643158,13.198776245117188,native_gaia,Gaia,61.852872358721875,10.123588074114672,12.564965459305524,23.485575353005697,4.755821994151867,5294.8063788414,255,235,219,#FFEBDB,0.8757746942248814,-31.807759944155706,-21.12273923046044,-13.21162130353332,V* V478 Lyr,,G6V,Main sequence,False
Gaia DR3 831757976362283136,166.80376675087186,48.85235079210841,36.94720303982495,27.065648214889553,3.4870155314977964,117.3478604621559,-1.637237310409546,11.005947,2.1286669,11.842062,8.843854949107236,3628.09423828125,,,native_gaia,Gaia,158.73940947708508,60.395892924213555,-12.46055599126072,4.84829691126422,23.53248551983059,3644.69902224657,255,204,148,#FFCC94,0.5055199658447723,-1.998621644219056,13.85574837248801,-5.795971186877976,PM J11072+4851,,M2.2,Main sequence,False
Gaia DR3 986657930396493568,108.36618307262107,52.65679985943783,36.93054212455263,27.07785866309196,41.073862404262535,-138.63557741967065,-25.313108444213867,8.595443,1.3057756,8.939749,6.432371186686094,,,,native_gaia,Gaia,164.4922602702249,24.47652525215245,-23.747205693636666,6.589137696291939,11.21890885700562,4692.679740905762,255,226,196,#FFE2C4,0.7101443219970859,17.664809239985388,-24.131858944818067,-9.530942279960252,HD 233357,,K3V,Main sequence,False
Gaia DR3 3883317121883053184,155.5396277249419,11.308799924326307,36.92804535944156,27.079689441085605,21.675209492112522,-324.40536960019307,-13.675357818603516,7.5830226,0.9577656,7.7816687,5.419804197413736,5440.14208984375,0.8561723232269287,9.269014358520508,native_gaia,Gaia,229.87092781979655,51.577566255229165,-10.8463561468612,-12.86720520081595,21.215587874984383,5348.370843887329,255,236,220,#FFECDC,0.864493217334867,24.965024777306166,-28.625064367333074,-22.053099477216914,HD  89813,,G9V,Main sequence,False
Gaia DR3 222749343414443648,52.227698158214295,37.37771073269072,36.90719800007177,27.094985644752963,1122.1763715002862,-1065.6656513527055,-173.9852752685547,10.503306,1.6685028,11.040559,8.33886176258465,3962.548095703125,,,native_gaia,Gaia,154.4979705685655,-15.660486946921308,-23.547302335821506,11.23251089556746,-7.313924991120889,4107.457650991587,255,214,170,#FFD6AA,0.5482501585505297,72.80866550505422,-253.0123564138632,21.56391083368001,Ross   34,,esdK7,Subdwarf,False
Gaia DR3 101612981989146752,35.861502297689235,22.73471064102162,36.901598862538435,27.099096809465742,98.67335793040262,-112.5796152979364,12.151988983154297,10.429566,1.9570675,11.14762,8.264792301167233,,,,native_gaia,Gaia,149.17439903455187,-35.405108739578594,-18.967502423623795,11.318390559294045,-15.699966077858425,3778.630252000762,255,208,156,#FFD09C,0.5545175745166188,-13.725586036145245,-12.345460561069055,-13.292932144272896,LP  353-51,,M1V,Main sequence,False
Gaia DR3 5395795730687103488,168.95321909294123,-39.322663550827095,36.8989960179662,27.101008371964863,-177.16909082117945,189.24238393241652,43.40126037597656,7.200772,0.80809164,7.3495693,5.0358445567923305,5644.27783203125,0.994532585144043,0.976401686668396,native_gaia,Gaia,283.45604975956513,19.905460610717682,5.929617855473919,-24.78236659439095,9.227057648382285,5811.405844254927,255,241,235,#FFF1EB,0.9338835138327114,-21.103826373741764,-42.20583921893858,27.678917404926402,HD  97998,,G1V,Main sequence,False
Gaia DR3 999934361503498880,103.96788185816114,55.63890486191706,36.89551058776995,27.103568539080687,88.5549524794909,41.73431133080045,-39.389503479003906,9.683261,1.6581907,10.214485,7.518128541741504,,,,native_gaia,Gaia,160.64773244113374,22.713914263826467,-23.588923137924045,8.284888898674907,10.465502791666019,4121.735916137695,255,214,170,#FFD6AA,0.5989640833290569,39.51534869103877,-11.574972809521404,-3.7813969646832812,BD+55  1142,,K7V,Main sequence,False
HIP 8514,27.453612512391878,-38.40154169652296,36.88999938964844,27.10761833190918,2.0999999046325684,282.3699951171875,,6.2395463,0.6798989,6.37,4.074089050292969,,,,transformed_from_johnson,Hipparcos,259.2852209358386,-73.37588292360572,-1.4418594294265146,-7.620051156350556,-25.974580523828156,6235.607217875394,255,246,248,#FFF6F8,1.0763988397060296,,,,HD  11262,,F9VFe-0.5,Main sequence,False
Gaia DR3 293605068161883776,20.374077299642533,24.330609341713817,36.887613414708596,27.109371071462682,340.49635552487,9.072888370746984,10.74301528930664,10.027408,1.8303738,10.663255,7.861810435141699,,,,native_gaia,Gaia,131.6335113971787,-38.03274041754098,-14.186110213572736,15.959389663044618,-16.702399782119027,3883.328634408804,255,210,161,#FFD2A1,0.5793251179919029,-40.95746192636863,-18.804337214370708,-0.617579751564352,Ross  788,,M0V,Main sequence,False
Gaia DR3 2110978521928761728,279.5099886506705,42.66549889077703,36.88113087503292,27.11413604394004,293.0893453537619,64.18459752026044,32.01226806640625,8.09448,1.0168247,8.314964,5.928500706986787,,,,native_gaia,Gaia,71.41600139463594,20.32005045283665,8.10336959862174,24.10093891082341,9.41575903335358,5216.393661499023,255,234,215,#FFEAD7,0.7857248939519819,-5.608773676812602,45.666377675466755,-19.878123521020292,HD 172393,,K1,Main sequence,False
HIP 102431,311.33751208129917,57.578678546013144,36.869998931884766,27.12232208251953,-62.95000076293945,-235.55999755859375,,4.3859167,0.6573967,4.52,2.2192821502685547,,,,transformed_from_johnson,Hipparcos,94.42822044627735,9.055381195234704,-2.068017714958602,26.70433241635426,4.268757205018212,6310.069187337702,255,247,249,#FFF7F9,1.445550273014949,,,,* ups Cep,,F8IV-V+F9IV-V,Subgiant,False
HIP 7601,24.48595774529532,-82.97445891466232,36.86000061035156,27.12967872619629,122.30000305175781,120.69999694824219,,5.7180934,0.7469358,5.88,3.550870895385742,,,,transformed_from_johnson,Hipparcos,301.2281269982856,-33.99929529811545,11.660756046058175,-19.232882478827886,-15.170447184461656,6013.776130242781,255,244,241,#FFF4F1,1.1434780903351611,,,,HD  10800,,G1V,Main sequence,False
Gaia DR3 5567900121118276736,91.11797968025996,-45.03550909781477,36.853080741848444,27.13477353507795,-82.26211356340089,246.245830355144,27.55195426940918,6.2179294,0.6820526,6.3310285,4.0502983565544834,6100.421875,1.1154401302337646,3.6676223278045654,native_gaia,Gaia,252.12440920343306,-26.783041199983,-7.435504064253215,-23.05433970048529,-12.227290586432817,6228.480446555398,255,246,248,#FFF6F8,1.079448928646861,-38.688026679861125,-11.736415484867528,-15.48795697136322,HD  41700,,F8V,Main sequence,False
Gaia DR3 6131996899531605632,187.68413512823867,-46.37890918689918,36.839542785496256,27.144745140368585,-438.81343605054764,-47.87836922589303,24.022573471069336,10.789743,2.1774597,11.660787,8.621314581171717,,,,native_gaia,Gaia,299.2136315946998,16.343327936091242,12.713129561313552,-22.734764065056467,7.638326282572409,3606.616806402439,255,203,145,#FFCB91,0.5243503046700855,-35.91840131643915,-49.99890943983165,-3.664609828132038,PM J12307-4622,,M3,Main sequence,False
